postal_code,segment_number,segment_name,segment_description,who_they_are,average_household_income,education,urbanity,average_household_net_worth,occupation,diversity,family_life,tenure,home_type,status,confirmed,cached_at,expires_at
V8S 2J3,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:47,47:35.7
V8S 4S3,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:49,49:37.1
V8N 5Y6,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:42,42:34.4
V8N 6J9,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:42,42:58.3
V8R 2H8,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:44,44:33.2
V8N 3V1,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:17,17:00.2
V7R 2R9,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:16,16:27.4
V7R 3V7,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:17,17:15.3
V7R 4M3,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","$142,818 to $226,869",University,Urban Fringe,$2.15M+,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:17,17:38.7
V5V 3V6,6,Downtown Verve,"Younger and middle-aged, urban, high-income households | Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","$142,818 to $226,869",University,Urban,$1M to $2.15M,White Collar,Low,Mixed,Own & Rent,Mixed,success,0,2025-09-10 20:44,44:35.2
V5Z 3L2,6,Downtown Verve,"Younger and middle-aged, urban, high-income households | Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","$142,818 to $226,869",University,Urban,$1M to $2.15M,White Collar,Low,Mixed,Own & Rent,Mixed,success,0,2025-09-10 20:44,44:58.8
R3L 0H7,6,Downtown Verve,"Younger and middle-aged, urban, high-income households | Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","Downtown Verve captures young to middle-aged urban families, couples, and some singles, predominantly residing in cities like Toronto, Calgary, and Vancouver. Characterized by their educational achievements and high-income levels, this segment effortlessly blends work and play into their everyday lives. Downtown Verve are advocates for ecological lifestyles, ethical consumerism, and culture sampling, making them open to experiences that align with their values. Regularly participating in various recreational activities - from fitness classes to cultural events - they seek meaningful experiences that enhance their sense of community and individualism.","$142,818 to $226,869",University,Urban,$1M to $2.15M,White Collar,Low,Mixed,Own & Rent,Mixed,success,0,2025-09-10 20:47,47:17.9
V9M 2V7,5,First-Class Families,"Large, high-income, middle-aged, suburban families | First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Families,Own,Single Detached,success,0,2025-09-09 21:31,31:13.7
V8R 3M7,5,First-Class Families,"Large, high-income, middle-aged, suburban families | First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Families,Own,Single Detached,success,0,2025-09-10 15:09,09:38.2
V7V 3Z5,5,First-Class Families,"Large, high-income, middle-aged, suburban families | First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","$142,818 to $226,869",University / College,Suburban,$1M to $2.15M,White Collar / Service Sector,Low,Families,Own,Single Detached,success,0,2025-09-10 21:19,19:13.0
V8X 3S8,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 4:40,40:02.6
V8S 4A2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:48,48:24.1
V8S 4M1,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:48,48:48.0
V8S 4T8,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:50,50:01.0
V8S 4X5,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 14:50,50:24.7
V8R 3M1,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:09,09:09.1
V8R 3T1,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:10,10:01.8
V8R 6A8,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:11,11:12.9
V8R 6L9,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:11,11:36.5
V8N 4K4,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 15:41,41:22.8
V8N 4J2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:17,17:46.7
M1T 1V2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","$226,870+",University,Urban,$2.15M+,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 20:45,45:22.1
