postal_code,segment_number,segment_name,segment_description,who_they_are,average_household_income,education,urbanity,average_household_net_worth,occupation,diversity,family_life,tenure,home_type,status,confirmed,cached_at,expires_at
V8E 0G2,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.",134144,University,Urban,988892,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 21:01:49,2025-12-09 14:01:49.279131
V8E 0G3,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.",146623,College / Trade School / High School,Suburban,916822,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:02:12,2025-12-09 14:02:12.949570
V8E 0G5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.",146623,College / Trade School / High School,Suburban,916822,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:02:37,2025-12-09 14:02:37.650092
V8E 1A7,,,,,,,,,,,,,,error,0,2025-09-10 21:02:55,2025-12-09 14:02:55.907558
V8J 2C5,37,Keep on Trucking,"Middle-income town homeowners | Keep on Trucking is Canada’s most prosperous town segment, with residents living in various remote communities. Comprised of families and couples frequently employed in mining or the oil and gas industries, they earn upper-middle incomes and typically reside in older, affordable homes. This segment includes a high proportion of people of Indigenous origin - around 20 percent - and features a blend of longtime residents and newcomers drawn by employment opportunities in nearby industries. In their free time, residents enjoy outdoor recreational activities such as boating and camping, along with cherished hobbies like crafts and baking. Their strong family values and connection to nature reflect a lifestyle centred in resilience, self-sufficiency, and cultural pride.","Keep on Trucking is Canada’s most prosperous town segment, with residents living in various remote communities. Comprised of families and couples frequently employed in mining or the oil and gas industries, they earn upper-middle incomes and typically reside in older, affordable homes. This segment includes a high proportion of people of Indigenous origin - around 20 percent - and features a blend of longtime residents and newcomers drawn by employment opportunities in nearby industries. In their free time, residents enjoy outdoor recreational activities such as boating and camping, along with cherished hobbies like crafts and baking. Their strong family values and connection to nature reflect a lifestyle centred in resilience, self-sufficiency, and cultural pride.",124175,Mixed,Town,544102,Primary / Service Sector,Low,Mixed,Own & Rent,Single Detached / Moveable,success,0,2025-09-10 21:03:19,2025-12-09 14:03:19.682307
V8K 1T9,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.",129387,College / High School / Trade,Suburban,1255437,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:03:43,2025-12-09 14:03:43.317197
V8K 1X4,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.",129387,College / High School / Trade,Suburban,1255437,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:04:07,2025-12-09 14:04:07.023724
V8K 2C3,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.",129387,College / High School / Trade,Suburban,1255437,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:04:30,2025-12-09 14:04:30.618751
V8L 3B1,16,Savvy Seniors,"Middle-income, older, urban households | Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.","Savvy Seniors consists of singles, couples, and divorced or widowed individuals living in urban neighbourhoods. These empty-nesters are financially stable and tend to choose easier-to-manage housing, such as condos and row houses. They enjoy an active lifestyle filled with dining out, arts events, and community contributions, reflecting their strong sense of social responsibility. With a notable interest in health, Savvy Seniors embrace modern conveniences to enhance their experiences. Their lifestyle reflects a balance of independence, engagement, and a commitment to living well as they age.",138182,University / College,Urban,1231141,White Collar / Service Sector,Low,Mixed,Own,Mixed,success,0,2025-09-10 21:04:54,2025-12-09 14:04:54.311694
V8L 5G1,9,Boomer Bliss,"Older, financially comfortable, suburban couples and families | Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.","Boomer Bliss captures a segment of older couples and families living in suburban areas surrounding large cities across Canada. With a significant proportion of retirees and a higher-than-average level of university education, this segment enjoys upper-middle incomes that support ownership of spacious single-detached homes. They actively pursue cultural interests, frequently attending local arts events and participating in outdoor activities. Their lifestyle reflects a desire for social connection and leisure, characterized by personal enrichment, neighbourhood involvement, and a strong appreciation for well-being and balance.",163097,University / College,Suburban,1513488,White Collar / Service Sector,Low,Couples / Families,Own,Single Detached,success,0,2025-09-10 21:05:18,2025-12-09 14:05:18.006004
V7Z 0S9,21,Scenic Retirement,"Older, middle-income suburbanites | Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.","Scenic Retirement consists of older couples and singles over the age of 75, typically found in suburban areas of smaller Canadian cities. On average, they earn household incomes above $120,000, often from pensions and other income sources. This segment has a strong inclination toward maintaining a healthy lifestyle and actively participates in leisure activities such as gardening and curling. With many living independently and without children at home, they seek meaningful local experiences and value autonomy and national pride. While they embrace technology to simplify daily tasks and stay connected, they continue to prefer face-to-face interaction when building connections and maintaining social ties.",129387,College / High School / Trade,Suburban,1255437,Mixed,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:08:28,2025-12-09 14:08:28.671400
V7Z 1A8,49,Backcountry Boomers,"Rural, middle-income older couples and singles | Backcountry Boomers represents a distinct group of older and mature adults, often over the age of 75, primarily residing in remote areas of Canada’s Atlantic region. These households are typically made up of empty-nesting couples and individuals living in single-detached homes within tight-knit communities. Their lifestyle values revolve around simplicity, a connection to nature, and self-reliance. Favourite pastimes include fishing, gardening, and spending afternoons with friends at the local recreation centre. This segment embodies a way of life centred in routine, community bonds, and an enduring appreciation for nature and quiet living.","Backcountry Boomers represents a distinct group of older and mature adults, often over the age of 75, primarily residing in remote areas of Canada’s Atlantic region. These households are typically made up of empty-nesting couples and individuals living in single-detached homes within tight-knit communities. Their lifestyle values revolve around simplicity, a connection to nature, and self-reliance. Favourite pastimes include fishing, gardening, and spending afternoons with friends at the local recreation centre. This segment embodies a way of life centred in routine, community bonds, and an enduring appreciation for nature and quiet living.",103276,Mixed,Rural,627646,Primary / Blue Collar,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:08:52,2025-12-09 14:08:52.255789
V7Z 1B5,49,Backcountry Boomers,"Rural, middle-income older couples and singles | Backcountry Boomers represents a distinct group of older and mature adults, often over the age of 75, primarily residing in remote areas of Canada’s Atlantic region. These households are typically made up of empty-nesting couples and individuals living in single-detached homes within tight-knit communities. Their lifestyle values revolve around simplicity, a connection to nature, and self-reliance. Favourite pastimes include fishing, gardening, and spending afternoons with friends at the local recreation centre. This segment embodies a way of life centred in routine, community bonds, and an enduring appreciation for nature and quiet living.","Backcountry Boomers represents a distinct group of older and mature adults, often over the age of 75, primarily residing in remote areas of Canada’s Atlantic region. These households are typically made up of empty-nesting couples and individuals living in single-detached homes within tight-knit communities. Their lifestyle values revolve around simplicity, a connection to nature, and self-reliance. Favourite pastimes include fishing, gardening, and spending afternoons with friends at the local recreation centre. This segment embodies a way of life centred in routine, community bonds, and an enduring appreciation for nature and quiet living.",103276,Mixed,Rural,627646,Primary / Blue Collar,Low,Mixed,Own,Single Detached,success,0,2025-09-10 21:09:15,2025-12-09 14:09:15.830477
V8A 3B5,62,Suburban Recliners,"Older, lower-middle-income suburban singles | Suburban Recliners consists primarily of older individuals and couples living in affordable suburban neighbourhoods surrounding smaller and mid-sized cities. Characterized by a large proportion of empty-nesters and seniors earning modest lower-middle incomes, this segment tends to reside in single-detached homes and low-rise apartments, where they value a strong sense of community. These third-plus-generation Canadians enjoy their leisure time by attending local cultural events, theatre, and engaging in outdoor activities. Generally frugal, they make mindful spending decisions and show a strong interest in civic involvement and sustainability. Their lifestyle reflects a desire for connection, continuity, and meaningful engagement within their local communities.","Suburban Recliners consists primarily of older individuals and couples living in affordable suburban neighbourhoods surrounding smaller and mid-sized cities. Characterized by a large proportion of empty-nesters and seniors earning modest lower-middle incomes, this segment tends to reside in single-detached homes and low-rise apartments, where they value a strong sense of community. These third-plus-generation Canadians enjoy their leisure time by attending local cultural events, theatre, and engaging in outdoor activities. Generally frugal, they make mindful spending decisions and show a strong interest in civic involvement and sustainability. Their lifestyle reflects a desire for connection, continuity, and meaningful engagement within their local communities.",95199,Mixed,Suburban,461727,Service Sector / Blue Collar,Low,Singles,Rent & Own,Single Detached / Low Rise Apt,success,0,2025-09-10 21:09:39,2025-12-09 14:09:39.458687
V8A 4N2,58,Old Town Roads,"Older, middle-income town households | Old Town Roads is a segment of older couples and individuals living in Canada’s quaint small towns. Many are empty-nesters or widowed, predominantly residing in older single-detached homes, and earning middle incomes through blue-collar or agricultural work. These residents prioritize financial security as they approach or enter retirement. They enjoy time-honoured pastimes like fishing and gardening and have a strong appreciation for local events and music festivals. Traditional media remains central to their entertainment, with TV sports and classic rock or country music on the radio being favourites. Their lifestyle is defined by simplicity, familiarity, and strong ties to tradition.","Old Town Roads is a segment of older couples and individuals living in Canada’s quaint small towns. Many are empty-nesters or widowed, predominantly residing in older single-detached homes, and earning middle incomes through blue-collar or agricultural work. These residents prioritize financial security as they approach or enter retirement. They enjoy time-honoured pastimes like fishing and gardening and have a strong appreciation for local events and music festivals. Traditional media remains central to their entertainment, with TV sports and classic rock or country music on the radio being favourites. Their lifestyle is defined by simplicity, familiarity, and strong ties to tradition.",102462,Mixed,Town,486393,Service Sector / Blue Collar,Low,Mixed,Own,Single Detached / Moveable,success,0,2025-09-10 21:10:03,2025-12-09 14:10:03.178280
V8B 0A5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.",146623,College / Trade School / High School,Suburban,916822,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:10:26,2025-12-09 14:10:26.813674
V8B 0T5,,,,,,,,,,,,,,error,0,2025-09-10 21:10:45,2025-12-09 14:10:45.029264
V8E 0B8,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.",146623,College / Trade School / High School,Suburban,916822,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:11:08,2025-12-09 14:11:08.594995
V8E 0C5,25,Suburban Sports,"Upper-middle income, younger and middle-aged suburbanites | Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.","Suburban Sports Enthusiasts represent a dynamic segment of younger and middle-aged families, predominantly residing in suburban single-detached homes across Canada. With a mix of educational backgrounds - many focused on trade schools - residents often work in service or blue-collar occupations, earning upper-middle incomes. This group frequently participates in sports like hockey and enjoys a range of outdoor hobbies, blending an active lifestyle with activities that suit all members of the family. They value stability and traditional norms, often showing resistance to rapid technological change. Their lifestyle is grounded in routine, hands-on engagement, and a strong commitment to family and local life.",146623,College / Trade School / High School,Suburban,916822,Service Sector / Blue Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:11:32,2025-12-09 14:11:32.253783
V8E 0G1,22,Indieville,"Younger and middle-aged, university-educated, urban singles | Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.","Indieville is a culturally rich urban segment, primarily situated in major cities across the country. It is home to young and middle-aged singles, many of whom are first- or second-generation Canadians. Many in this segment have a high level of educational attainment, particularly in creative and professional fields. Housing typically includes older low-rise apartments and duplexes, fostering a communal living environment. Residents embrace active lifestyles, often favouring fitness activities like yoga and Pilates, and engage in arts and culture events such as concerts and film festivals. Their passion for fashion, music, and cultural exploration is complemented by a practical approach to spending, reflecting a lifestyle that values creativity, self-expression, and conscious living.",134144,University,Urban,988892,White Collar / Service Sector,Medium,Singles,Own & Rent,Low Rise Apt / Duplex / Semi,success,0,2025-09-10 21:11:55,2025-12-09 14:11:55.825028
V7R 2R9,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:16:27,2025-12-09 14:16:27.371021
V7R 2V4,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:16:51,2025-12-09 14:16:51.532666
V7R 3V7,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:17:15,2025-12-09 14:17:15.295984
V7R 4M3,7,Mature & Secure,"Older, successful, urban fringe families and couples | Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.","Mature & Secure consists of affluent, educated older couples and families, primarily located in the urban fringe neighbourhoods of major Canadian cities. Many individuals are over 55, often enjoying successful careers in management and reporting substantial household incomes. This segment values health, wellness, and cultural engagement, frequently participating in fitness activities and attending arts events. The ideals of social responsibility and legacy resonate, reflecting a lifestyle focused on purposeful living, personal growth, and meaningful involvement.",197408,University,Urban Fringe,2154011,White Collar / Service Sector,Medium,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:17:38,2025-12-09 14:17:38.731306
V7T 2Y1,51,On Their Own Again,"Culturally diverse, city seniors in apartment rentals | On Their Own Again consists of older singles living in high-rise rental apartments in urban centres such as London, Ottawa, and Hamilton. Many residents are aged 65 or older and live independently due to life changes such as the loss of a partner or divorce. This segment includes many newcomers from diverse cultural backgrounds, primarily from Asia and the U.K., contributing to a rich and varied neighbourhood dynamic. Residents often express concerns about their financial future, leading to a cautious approach to spending. Leisure activities are typically solitary and low-cost, focused on reading and media consumption, with some engagement in health and wellness routines. They strive to balance modest purchases for their homes and hobbies with a strong emphasis on financial prudence and long-term security.","On Their Own Again consists of older singles living in high-rise rental apartments in urban centres such as London, Ottawa, and Hamilton. Many residents are aged 65 or older and live independently due to life changes such as the loss of a partner or divorce. This segment includes many newcomers from diverse cultural backgrounds, primarily from Asia and the U.K., contributing to a rich and varied neighbourhood dynamic. Residents often express concerns about their financial future, leading to a cautious approach to spending. Leisure activities are typically solitary and low-cost, focused on reading and media consumption, with some engagement in health and wellness routines. They strive to balance modest purchases for their homes and hobbies with a strong emphasis on financial prudence and long-term security.",85103,Mixed,Urban,583438,White Collar / Service Sector,Medium,Singles,Rent,Apt 5+,success,0,2025-09-10 21:18:02,2025-12-09 14:18:02.307293
V7V 2C7,10,Asian Achievement,"Financially secure, middle-aged and older, urban fringe families, primarily of Asian descent | Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.","Asian Achievement represents middle-aged and older families located on the urban fringes of Vancouver and Toronto. This predominantly Asian group includes many foreign-born residents, a large number of whom speak Cantonese or Mandarin at home. With upper-middle incomes supporting their lifestyle, they invest in high-quality goods and participate in social activities, including sports and fitness. Their inclination toward luxury consumption and strong community ties reflects a lifestyle that balances ambition, cultural pride, and social engagement.",142817,University / High School,Urban Fringe,1734343,Mixed,High,Families,Own,Single Detached / Duplex / Row,success,0,2025-09-10 21:18:25,2025-12-09 14:18:25.853003
V7V 2W2,2,Wealthy & Wise,"Wealthy, older, urban families and couples | Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.","Wealthy & Wise represents a segment of older, affluent families and couples who enjoy high living standards and reside in prestigious neighbourhoods across Canada’s large cities. With household incomes that significantly exceed the national average, Wealthy & Wise own luxury homes and demonstrate a strong commitment to education, as evidenced by their higher rates of advanced degrees. Their active lifestyles include a variety of cultural and recreational activities, from attending live performances to engaging in fitness pursuits. This segment strongly emphasizes authenticity and environmental stewardship, making them ideal candidates for campaigns that spotlight social impact and meaningful experiences.",284106,University,Urban,3581482,White Collar,Low,Families / Couples,Own,Single Detached,success,0,2025-09-10 21:18:49,2025-12-09 14:18:49.342412
V7V 3Z5,5,First-Class Families,"Large, high-income, middle-aged, suburban families | First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.","First-Class Families represent an affluent suburban segment centred in family life. Most live in spacious, single-detached homes, often with four or more family members. With household incomes well over $200,000, these families are actively involved in a range of recreational activities, especially team sports and local events. Technologically savvy, they value quality, reliability, and experiences that foster togetherness and social connection. Their inclination toward leaving a legacy underscores a strong focus on heritage, long-term planning, and shaping a meaningful future.",226703,University / College,Suburban,1738429,White Collar / Service Sector,Low,Families,Own,Single Detached,success,0,2025-09-10 21:19:12,2025-12-09 14:19:12.989178
